marca_masina;anul_fabricatiei;pretul;km_parcursi;tip_combustibil;tip_caroserie;tip_cutie_de_viteza
Audi;2014;16490;215000;Diesel;SUV;Automat?
Renault;2017;16450;67000;Diesel;SUV;Automat?
Skoda;2020;22949;170000;Diesel;SUV;Manual?
Toyota;2019;17648;77000;Benzin?;Berlin?;Automat?
Audi;2014;9450;123000;Benzin?;Coupe;Manual?
Opel;2019;10489;78000;Diesel;Hatchback;Manual?
Kia;2012;10990;254545;Diesel;SUV;Automat?
BMW;2019;54450;138000;Benzin?;SUV;Automat?
Audi;2011;13450;256000;Diesel;Berlin?;Manual?
Volkswagen;2013;8500;205000;Benzin?;Hatchback;Manual?
Audi;2019;35949;99900;Hibrid;Berlin?;Automat?
BMW;2010;13750;188000;Diesel;SUV;Automat?
Mazda;2015;12500;233134;Diesel;SUV;Manual?
Dacia;2018;6999;213000;Diesel;Berlin?;Manual?
Toyota;2019;17748;73000;Benzin?;Berlin?;Automat?
Nissan;2014;12990;204151;Diesel;SUV;Automat?
Toyota;2018;9949;74000;Benzin?;Hatchback;Manual?
Audi;2011;14490;220000;Benzin?;SUV;Automat?
Mercedes-Benz;2011;17950;183000;Diesel;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2012;11000;147882;Diesel;SUV;Manual?
Volkswagen;2011;14750;252566;Diesel;SUV;Automat?
Toyota;2019;17489;79000;Benzin?;Berlin?;Automat?
Opel;2019;16949;72000;Diesel;Berlin?;Manual?
Skoda;2018;15988;80000;Diesel;Berlin?;Automat?
Mercedes-Benz;2016;25950;88000;Diesel;SUV;Automat?
Audi;2012;15750;239657;Diesel;SUV;Automat?
Volkswagen;2018;16949;80000;Diesel;Hatchback;Automat?
Volkswagen;2012;13750;165000;Diesel;SUV;Automat?
Volkswagen;2018;15949;62000;Diesel;Hatchback;Automat?
Renault;2017;13489;207000;Diesel;Hatchback;Automat?
Toyota;2016;6500;91632;Benzin?;Hatchback;Manual?
Volkswagen;2019;18449;131000;Diesel;Berlin?;Automat?
Skoda;2018;14448;181000;Diesel;Berlin?;Automat?
Renault;2018;10949;134000;Diesel;Hatchback;Manual?
Mercedes-Benz;2018;32950;192000;Diesel;SUV;Automat?
BMW;2015;26450;198000;Diesel;SUV;Automat?
Peugeot;2015;8950;110000;Benzin?;SUV;Manual?
Nissan;2018;18900;45500;Diesel;SUV;Automat? (CVT)
Audi;2009;7490;204000;Benzin?;Berlin?;Manual?
Volkswagen;2012;10950;250000;Diesel;SUV;Manual?
BMW;2018;12949;235000;Benzin?;Hatchback;Automat?
BMW;2019;78949;87000;Diesel;SUV;Automat?
Mercedes-Benz;2009;11490;239000;Diesel;SUV;Automat?
Toyota;2019;14949;79000;Benzin?;Berlin?;Manual?
Volkswagen;2016;21450;244000;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Land Rover;2016;21450;165000;Diesel;SUV;Automat?
Ford;2019;12649;77614;Benzin?;Hatchback;Automat?
Volkswagen;2013;13490;241000;Diesel;SUV;Automat?
BMW;2015;14450;220000;Diesel;SUV;Manual?
Kia;2012;6799;215000;Diesel;SUV;Manual?
Dacia;2019;12499;184000;Diesel;SUV;Manual?
BMW;2012;12450;210852;Benzin?;Berlin?;Automat?
Skoda;2015;12950;216000;Diesel;Berlin?;Manual?
BMW;2010;12990;243000;Diesel;Berlin?;Automat?
Opel;2019;15449;64900;Diesel;Berlin?;Manual?
BMW;2014;32450;180000;Diesel;SUV;Automat?
Skoda;2019;12449;189700;Benzin?;Berlin?;Manual?
Audi;2011;12990;196950;Benzin?;SUV;Manual?
Seat;2018;12449;100000;Benzin?;Hatchback;Manual?
BMW;2019;54949;130000;Diesel;SUV;Automat?
Skoda;2017;19949;213000;Diesel;SUV;Manual?
Volkswagen;2013;11450;218000;Benzin?;Berlin?;Automat?
Opel;2018;7490;166000;Diesel;Berlin?;Manual?
Renault;2018;21950;109969;Diesel;SUV;Automat?
Skoda;2018;17949;198000;Diesel;Berlin?;Automat?
Audi;2012;11950;238000;Diesel;Berlin?;Manual?
Audi;2016;14950;149000;Diesel;Break;Automat?
Opel;2015;9450;250000;Diesel;Berlin?;Manual?
Ford;2019;12749;77000;Benzin?;Hatchback;Automat?
Toyota;2019;19449;90000;Hibrid;SUV;Automat?
BMW;2011;14750;193000;Diesel;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Mazda;2012;12490;231788;Diesel;SUV;Automat?
Ford;2018;13449;220760;Diesel;Berlin?;Manual?
BMW;2015;18950;178000;Diesel;SUV;Automat?
Seat;2018;17448;66000;Diesel;SUV;Manual?
Ford;2019;16949;176000;Diesel;Berlin?;Automat?
Mazda;2015;14950;190179;Diesel;SUV;Automat?
Volkswagen;2019;44950;78000;Diesel;SUV;Automat?
BMW;2014;12750;105000;Diesel;SUV;Manual?
Audi;2018;21949;140000;Benzin?;Berlin?;Automat?
BMW;2011;8450;265000;Benzin?;Berlin?;Automat?
Opel;2017;14448;133000;Diesel;Berlin?;Manual?
Volkswagen;2018;22949;79000;Benzin?;Hatchback;Automat?
BMW;2015;23950;227000;Diesel;SUV;Automat?
BMW;2017;23448;213059;Diesel;Berlin?;Automat?
Ford;2014;11000;204133;Diesel;SUV;Automat?
BMW;2012;12990;232000;Diesel;Berlin?;Automat?
Audi;2012;14450;230000;Diesel;SUV;Automat?
Volvo;2015;26000;226000;Diesel;SUV;Automat?
Mazda;2018;16949;201700;Diesel;SUV;Manual?
Audi;2013;11990;246000;Diesel;Berlin?;Manual?
Renault;2017;21700;163817;Diesel;SUV;Automat?
Audi;2012;15990;237920;Diesel;SUV;Automat?
Land Rover;2012;15950;239000;Diesel;SUV;Automat?
Volkswagen;2018;15988;81700;Diesel;Hatchback;Automat?
Audi;2016;14949;229000;Benzin?;Berlin?;Automat?
Mercedes-Benz;2017;24499;246000;Diesel;Berlin?;Automat?
Skoda;2019;12849;147000;Benzin?;Berlin?;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
BMW;2011;14750;266000;Diesel;SUV;Automat?
BMW;2014;11950;211000;Diesel;SUV;Manual?
Skoda;2018;12500;176600;Diesel;Berlin?;Manual?
Audi;2013;14500;227531;Benzin?;Berlin?;Automat?
Skoda;2012;7399;285649;Diesel;Break;Manual?
Skoda;2018;19489;119000;Diesel;Berlin?;Automat?
Volkswagen;2019;18490;34900;Benzin?;SUV;Automat?
Ford;2018;10489;133000;Benzin?;Hatchback;Automat?
Ford;2013;6150;231000;Diesel;Monovolum;Manual?
Audi;2011;17500;255170;Diesel;SUV;Automat?
Citroen;2012;9800;236743;Diesel;Berlin?;Automat?
BMW;2015;21450;212000;Benzin?;SUV;Automat?
Volkswagen;2011;12750;350000;Diesel;SUV;Automat?
Mercedes-Benz;2019;34950;71980;Diesel;Coupe;Automat?
Volkswagen;2012;12500;232000;Diesel;SUV;Automat?
Audi;2012;13750;222000;Benzin?;SUV;Automat?
BMW;2011;14450;240000;Diesel;SUV;Automat?
Land Rover;2017;23000;222504;Diesel;SUV;Manual?
Audi;2013;12000;215000;Benzin?;Berlin?;Manual?
Volkswagen;2019;23500;196850;Diesel;Berlin?;Automat?
BMW;2020;82998;44300;Benzin?;SUV;Automat?
BMW;2017;26500;169653;Benzin?;Berlin?;Automat?
Skoda;2017;13249;74000;Diesel;Berlin?;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
BMW;2015;18499;205704;Diesel;SUV;Automat?
BMW;2010;3950;254000;Diesel;Hatchback;Manual?
Jeep;2014;16990;253640;Diesel;SUV;Automat?
Mazda;2009;2650;147000;Benzin?;Hatchback;Manual?
Audi;2011;16450;200000;Benzin?;Berlin?;Automat?
Lexus;2016;32000;160124;Hibrid;SUV;Automat?
Land Rover;2015;17950;233561;Diesel;SUV;Automat?
Audi;2014;13449;213000;Benzin?;Coupe;Manual?
Land Rover;2015;15490;264000;Diesel;SUV;Automat?
Renault;2023;27999;18500;Hibrid;SUV;Automat?
BMW;2015;11490;236000;Diesel;Break;Manual?
Skoda;2019;14249;89000;Benzin?;Berlin?;Manual?
Hyundai;2007;3750;180000;GPL;SUV;Manual?
BMW;2018;37949;67000;Benzin?;Coupe;Automat?
Mazda;2015;14450;183000;Diesel;SUV;Automat?
Volkswagen;2017;21950;215052;Diesel;SUV;Automat?
Volkswagen;2018;13849;55000;Benzin?;Berlin?;Automat?
BMW;2012;12500;249922;Benzin?;Berlin?;Automat?
Skoda;2016;15950;129000;Diesel;Berlin?;Automat?
Ford;2015;14450;195000;Diesel;Berlin?;Automat?
BMW;2019;27949;238861;Diesel;Berlin?;Automat?
Skoda;2019;11498;142000;Benzin?;Berlin?;Manual?
Toyota;2019;16949;100000;Benzin?;Berlin?;Automat?
Skoda;2016;11490;229610;Diesel;Berlin?;Automat?
BMW;2019;22499;222800;Benzin?;Berlin?;Automat?
Audi;2015;26900;220297;Diesel;Berlin?;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
BMW;2016;36000;185673;Diesel;Berlin?;Automat?
BMW;2015;6900;263336;Benzin?;Hatchback;Manual?
Land Rover;2016;21950;219000;Diesel;SUV;Automat?
Volkswagen;2011;12999;304000;Diesel;SUV;Automat?
BMW;2011;12750;259000;Diesel;SUV;Automat?
Porsche;2019;68499;43435;Benzin?;SUV;Automat?
Ford;2018;11349;57530;Benzin?;Hatchback;Manual?
Ford;2017;8950;124288;Diesel;Break;Manual?
Skoda;2018;15249;81700;Benzin?;Berlin?;Automat?
Land Rover;2013;24950;234000;Diesel;SUV;Automat?
Ford;2017;9949;145000;Diesel;Berlin?;Manual?
Volkswagen;2010;4290;179103;Diesel;Monovolum;Manual?
Nissan;2019;18449;141000;Diesel;SUV;Manual?
Dacia;2015;5790;191693;Diesel;Break;Manual?
Ford;2014;4999;183726;Benzin?;Break;Manual?
Skoda;2019;13249;192000;Diesel;Berlin?;Manual?
Volkswagen;2019;18988;89000;Diesel;Berlin?;Automat?
Ford;2019;17950;210000;Diesel;Berlin?;Automat?
Jeep;2013;16950;249000;Diesel;SUV;Automat?
Audi;2009;10950;257000;Benzin?;Cabrio;Automat?
BMW;2018;36490;48480;Benzin?;Berlin?;Automat?
Volkswagen;2019;18489;131000;Diesel;Berlin?;Automat?
Dacia;2016;9990;120448;Diesel;SUV;Manual?
Jaguar;2016;16949;189870;Diesel;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
BMW;2012;14450;222922;Diesel;Berlin?;Automat?
Ford;2017;13449;70000;Benzin?;Hatchback;Manual?
Skoda;2018;14949;171900;Diesel;Berlin?;Automat?
Dacia;2019;9749;60000;Benzin?;Berlin?;Manual?
Jeep;2012;12949;223678;Diesel;SUV;Automat?
Citroen;2012;10490;232931;Diesel;Hatchback;Automat?
BMW;2009;7950;296000;Diesel;Berlin?;Manual?
Kia;2011;12450;209543;Diesel;SUV;Automat?
Nissan;2018;18950;75514;Benzin?;SUV;Automat?
Kia;2013;9500;145000;Diesel;SUV;Manual?
Renault;2019;12949;179078;Diesel;SUV;Automat?
Audi;2012;14450;237738;Benzin?;Berlin?;Automat?
Nissan;2018;19949;136807;Diesel;SUV;Automat?
Skoda;2015;16450;200486;Diesel;Limuzin?;Automat?
Audi;2013;9000;205000;Diesel;Berlin?;Automat?
Skoda;2014;12950;191218;Diesel;Berlin?;Automat?
BMW;2019;52950;156385;Diesel;SUV;Automat?
Skoda;2011;6950;182996;Benzin?;Break;Manual?
Skoda;2019;16749;64572;Diesel;Berlin?;Automat?
Volkswagen;2012;12950;232000;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2014;12450;215000;Benzin?;Berlin?;Manual?
Volvo;2016;15450;175000;Benzin?;Berlin?;Automat?
BMW;2015;18949;200000;Diesel;SUV;Automat?
BMW;2010;8950;225000;Benzin?;Berlin?;Automat?
BMW;2012;13950;190000;Benzin?;Berlin?;Automat?
Skoda;2014;9950;269000;Diesel;Break;Automat?
Renault;2018;12781;64000;Diesel;Hatchback;Manual?
Citroen;2012;4500;287843;Diesel;Limuzin?;Manual?
Skoda;2019;15949;169000;Benzin?;Berlin?;Automat?
Kia;2012;11750;254000;Diesel;Berlin?;Automat?
Audi;2013;12990;208000;Benzin?;Berlin?;Manual?
Volkswagen;2014;9450;20500;Benzin?;Hatchback;Manual?
Volvo;2016;13489;46900;Benzin?;Berlin?;Manual?
Mercedes-Benz;2008;9000;130000;Benzin?;Cabrio;Manual?
Toyota;2016;7490;76000;Benzin?;Autovehicul mic;Manual?
Audi;2019;18058;175000;Benzin?;Berlin?;Automat?
Volkswagen;2009;5750;122000;Diesel;Hatchback;Automat?
Audi;2011;14450;225000;Diesel;SUV;Automat?
BMW;2011;12900;280000;Diesel;SUV;Automat?
BMW;2011;8950;190000;Benzin?;Berlin?;Automat?
BMW;2019;53950;170000;Diesel;SUV;Automat?
Toyota;2019;21499;90000;Hibrid;SUV;Automat?
Hyundai;2011;2000;220000;Benzin?;Hatchback;Manual?
Mazda;2015;13450;233000;Diesel;SUV;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Toyota;2019;21499;900000;Hibrid;SUV;Automat?
Mazda;2012;11950;145000;Diesel;SUV;Manual?
Volkswagen;2012;15450;250000;Diesel;SUV;Automat?
Volkswagen;2016;19945;224000;Diesel;SUV;Automat?
Toyota;2008;2500;260000;Benzin?;Hatchback;Manual?
BMW;2015;25950;170000;Diesel;SUV;Automat?
Audi;2016;26950;219000;Diesel;Limuzin?;Automat?
Volvo;2014;17950;215000;Diesel;SUV;Automat?
Volkswagen;2019;13190;210677;Diesel;Monovolum;Automat?
Ford;2017;11448;129000;Benzin?;Berlin?;Automat?
Skoda;2019;11949;140000;Benzin?;Berlin?;Manual?
Dacia;2018;9489;84000;Benzin?;Berlin?;Manual?
Skoda;2011;4050;305582;Diesel;Berlin?;Automat? (dublu ambreiaj)
Volvo;2015;26950;226000;Diesel;SUV;Automat?
BMW;2012;12950;230000;Diesel;Berlin?;Automat?
Skoda;2011;4850;305432;Diesel;Berlin?;Automat?
Renault;2018;10949;185000;Diesel;Hatchback;Manual?
Skoda;2017;16449;69000;Diesel;Berlin?;Automat?
Audi;2010;8490;200000;Benzin?;Berlin?;Automat?
Audi;2012;13450;1780000;Benzin?;Berlin?;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Ford;2017;11448;135000;Diesel;Berlin?;Manual?
Land Rover;2016;15950;180000;Diesel;SUV;Automat?
BMW;2016;19989;150000;Benzin?;Berlin?;Automat?
Dacia;2019;13449;175000;Diesel;SUV;Manual?
Audi;2012;18450;238000;Diesel;SUV;Automat?
BMW;2009;8450;180000;Diesel;Berlin?;Manual?
BMW;2011;12950;215000;Diesel;Berlin?;Automat?
Jaguar;2010;9450;215000;Diesel;Berlin?;Automat?
Audi;2013;16500;210000;Diesel;SUV;Automat?
Mazda;2016;14750;185000;Diesel;SUV;Manual?
Chevrolet;2012;8490;200000;Diesel;SUV;Automat?
Dacia;2015;7989;213000;Diesel;Berlin?;Manual?
Mercedes-Benz;2013;16950;219000;Diesel;Berlin?;Automat?
Audi;2010;8490;190000;Benzin?;Berlin?;Manual?
Dacia;2018;8949;125000;Diesel;Berlin?;Manual?
Mercedes-Benz;2019;49899;95000;Diesel;Berlin?;Automat?
BMW;2013;15490;234000;Diesel;SUV;Automat?
Audi;2011;13990;255000;Diesel;SUV;Automat?
BMW;2017;13950;190000;Benzin?;Hatchback;Automat?
BMW;2017;27990;165000;Benzin?;Berlin?;Automat?
Kia;2011;11950;110000;Diesel;SUV;Automat?
Renault;2018;12449;78500;Diesel;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Mercedes-Benz;2012;14950;230000;Diesel;SUV;Automat?
Volkswagen;2015;19900;229000;Diesel;SUV;Automat?
BMW;2016;18450;238000;Benzin?;SUV;Automat?
Volkswagen;2015;20500;248000;Diesel;SUV;Automat?
Citroen;2015;10490;190000;Diesel;Hatchback;Automat?
Volkswagen;2011;4250;196192;Diesel;Monovolum;Manual?
Renault;2016;16990;199000;Diesel;Berlin?;Automat?
BMW;2016;34950;219000;Diesel;SUV;Automat?
Renault;2016;17448;150000;Diesel;Berlin?;Automat?
BMW;2012;13450;185000;Diesel;Berlin?;Automat?
Mazda;2013;11490;194000;Diesel;SUV;Manual?
BMW;2018;28990;120000;Diesel;Berlin?;Automat?
Mercedes-Benz;2015;29490;98000;Diesel;SUV;Automat?
Ford;2018;14950;70000;Benzin?;Hatchback;Automat?
Audi;2015;16450;189000;Diesel;Break;Automat?
Volvo;2015;10450;170000;Diesel;Break;Automat?
Land Rover;2013;16950;200000;Diesel;SUV;Automat?
Audi;2011;5890;177226;Benzin?;Coupe;Manual?
BMW;2012;13490;200000;Diesel;Berlin?;Automat?
BMW;2020;69900;59662;Benzin?;Limuzin?;Automat?
Volkswagen;2011;13490;295000;Diesel;SUV;Automat?
Volkswagen;2018;18550;228390;Benzin?;Limuzin?;Automat?
Peugeot;2015;8490;235000;Diesel;Break;Manual?
Mazda;2015;12490;195000;Diesel;Berlin?;Manual?
Dacia;2017;4250;170593;Diesel;Monovolum;Manual?
Skoda;2019;14448;200000;Diesel;Break;Automat?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
BMW;2014;12450;239000;Diesel;Berlin?;Automat?
Audi;2011;14450;170000;Benzin?;SUV;Automat?
Fiat;2009;3990;170000;Benzin?;Hatchback;Manual?
Audi;2012;15450;160000;Diesel;Berlin?;Automat?
Dacia;2015;6660;100000;Diesel;Hatchback;Manual?
Land Rover;2016;22490;200000;Diesel;SUV;Automat?
Kia;2012;11950;240000;Diesel;SUV;Automat?
Dacia;2015;9550;154000;Diesel;SUV;Manual?
BMW;2021;28977;159689;Diesel;SUV;Automat?
Renault;2016;17450;199000;Diesel;Berlin?;Automat?
Hyundai;2011;5550;155000;Benzin?;Hatchback;Manual?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2016;22450;130000;Diesel;Berlin?;Automat?
Dacia;2013;8750;145000;Diesel;SUV;Manual?
Skoda;2011;8450;140000;Benzin?;Berlin?;Manual?
Nissan;2012;6950;220000;Diesel;SUV;Manual?
Porsche;2012;21950;220000;Diesel;SUV;Automat?
Dacia;2012;7950;170000;Diesel;SUV;Manual?
Mercedes-Benz;2014;19450;180000;Diesel;Berlin?;Automat?
Volkswagen;2018;10300;183000;Benzin?;Hatchback;Manual?
Renault;2017;7950;216000;Diesel;Break;Manual?
Volkswagen;2016;12450;220000;Diesel;Berlin?;Manual?
Nissan;2017;10750;132000;Benzin?;SUV;Manual?
Ford;2009;6550;131000;Benzin?;Hatchback;Automat?
Audi;2012;14450;219000;Diesel;SUV;Automat?
Volkswagen;2013;9950;218000;Benzin?;Hatchback;Automat?
BMW;2017;28449;149000;Diesel;Berlin?;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Mazda;2011;5990;195000;Benzin?;Hatchback;Manual?
BMW;2014;13450;189000;Diesel;SUV;Automat?
Skoda;2014;13950;180000;Diesel;Break;Automat?
BMW;2019;38450;65000;Diesel;Berlin?;Automat?
Opel;2012;8450;190000;Diesel;SUV;Manual?
Volkswagen;2015;14450;249000;Diesel;SUV;Automat?
BMW;2020;32000;99000;Benzin?;Hatchback;Automat?
Mazda;2009;7250;230000;Diesel;SUV;Manual?
Kia;2009;2800;300000;Benzin?;Break;Manual?
Volvo;2015;13450;55000;Diesel;Berlin?;Manual?
Volkswagen;2012;9450;230000;Diesel;Berlin?;Automat?
Audi;2012;15950;220000;Diesel;Berlin?;Automat?
BMW;2017;24950;198000;Diesel;Berlin?;Automat?
Volkswagen;2012;13950;220000;Diesel;SUV;Automat?
BMW;2013;14450;248000;Diesel;SUV;Automat?
Renault;2018;13450;179000;Diesel;Hatchback;Automat?
Mazda;2013;11450;199000;Diesel;Berlin?;Automat?
Skoda;2015;10450;240000;Diesel;Berlin?;Manual?
Renault;2016;17950;160000;Diesel;Berlin?;Automat?
Audi;2014;12950;195000;Benzin?;Berlin?;Automat?
Audi;2013;19950;219000;Diesel;Berlin?;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Renault;2009;3800;217000;Diesel;Cabrio;Manual?
BMW;2011;18950;190000;Diesel;SUV;Automat?
Mazda;2015;10450;229000;Diesel;Hatchback;Manual?
Mazda;2012;7490;199000;Diesel;SUV;Manual?
BMW;2011;13490;239000;Diesel;SUV;Automat?
Toyota;2012;7750;122500;Benzin?;Berlin?;Manual?
BMW;2016;17748;169000;Diesel;Berlin?;Automat?
Mercedes-Benz;2007;19500;90000;Diesel;Monovolum;Manual?
Land Rover;2013;16950;249000;Diesel;SUV;Automat?
Land Rover;2013;15950;160000;Diesel;SUV;Automat?
Honda;2023;34990;12335;Hibrid;SUV;Automat? (CVT)
Honda;2016;17500;148000;Diesel;SUV;Automat?
Land Rover;2016;19750;200000;Diesel;SUV;Automat?
Volkswagen;2009;8450;180000;Benzin?;SUV;Manual?
Volkswagen;2012;13450;180000;Diesel;SUV;Automat?
Toyota;2011;5999;267000;Hibrid;Hatchback;Automat? (CVT)
BMW;2013;12950;239000;Benzin?;Berlin?;Automat?
Dacia;2014;6250;128000;Benzin?;Berlin?;Manual?
Opel;2014;9950;210000;Diesel;Berlin?;Manual?
BMW;2021;67490;79500;Benzin?;SUV;Automat?
Volkswagen;2008;6400;239000;Diesel;SUV;Automat?
Toyota;2021;14989;70000;Benzin?;Hatchback;Automat?
Volkswagen;2008;5900;240000;Diesel;SUV;Automat?
Citroen;2022;20950;67000;Diesel;SUV;Automat?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
SsangYong;2024;21000;4000;Benzin?;SUV;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Audi;2007;1500;2321333;Diesel;Break;Manual?
Mercedes-Benz;2012;8200;300000;Diesel;Berlin?;Automat?
Skoda;2019;12900;154000;Diesel;Break;Manual?
Volkswagen;2010;5650;230000;Benzin?;Break;Automat?
Opel;2014;3950;159751;Diesel;Break;Manual?
Opel;2010;2400;158965;Benzin?;Hatchback;Manual?
Opel;2018;7999;99500;Benzin?;Break;Manual?
Audi;2013;10250;292500;Diesel;Break;Automat? (CVT)
Peugeot;2012;3690;170000;Benzin?;Hatchback;Manual?
Audi;2011;11500;365000;Diesel;SUV;Automat?
Mercedes-Benz;2008;6500;250000;Diesel;SUV;Automat?
Volkswagen;2012;7999;212000;Diesel;Break;Manual?
Jaguar;2016;17900;90000;Diesel;Berlin?;Automat? (dublu ambreiaj)
Dacia;2015;4500;109000;Diesel;Monovolum;Manual?
Volkswagen;2011;8499;246000;Diesel;Berlin?;Automat?
Volkswagen;2020;15000;22570;Electric;Hatchback;Automat?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Volvo;2016;15700;201500;Diesel;SUV;Automat?
Mercedes-Benz;2017;26400;103900;Diesel;Limuzin?;Automat?
Dacia;2022;13000;27000;Benzin?;Hatchback;Manual?
Fiat;2010;4000;137303;Benzin?;Hatchback;Manual?
Volkswagen;2008;3500;309000;Benzin?;Hatchback;Manual?
Mercedes-Benz;2011;11500;435000;Diesel;Microbuz;Manual?
Renault;2019;7999;80000;Benzin?;Hatchback;Manual?
Mazda;2015;11800;195400;Diesel;SUV;Automat?
Peugeot;2020;26950;25000;Benzin?;SUV;Automat?
Mercedes-Benz;2015;12950;375000;Diesel;Microbuz;Manual?
Mazda;2010;4550;217000;Diesel;Hatchback;Manual?
Skoda;2011;4600;176638;Diesel;Break;Manual?
Ford;2013;5900;248348;Diesel;Break;Manual?
Ford;2013;4900;273669;Diesel;Break;Manual?
Seat;2016;10800;217000;Diesel;Break;Manual?
Renault;2015;12300;237323;Diesel;SUV;Automat?
Mercedes-Benz;2011;7500;291900;Diesel;Break;Manual?
Ford;2012;4500;154000;Benzin?;Hatchback;Manual?
Opel;2012;3500;239850;Diesel;Break;Manual?
Nissan;2018;12490;199000;Diesel;SUV;Manual?
Audi;2013;11490;199000;Diesel;SUV;Manual?
Nissan;2015;11990;2290000;Diesel;SUV;Manual?
Audi;2008;5450;246500;Diesel;Berlin?;Manual?
Audi;2013;8990;228000;Diesel;Break;Manual?
Mercedes-Benz;2017;26990;238665;Diesel;SUV;Automat?
Volkswagen;2020;19950;212558;Diesel;SUV;Automat?
Skoda;2019;9990;251730;Diesel;Break;Manual?
Audi;2012;9000;173800;Benzin?;Hatchback;Manual?
Audi;2015;16500;106000;Benzin?;Berlin?;Automat?
Opel;2011;4900;191300;Diesel;Berlin?;Automat?
Skoda;2019;9990;251730;Diesel;Break;Manual?
Volkswagen;2012;12300;142000;Diesel;Berlin?;Manual?
Audi;2018;11750;192000;Diesel;Berlin?;Manual?
Fiat;2008;2650;183000;Benzin?;Hatchback;Manual?
Mazda;2009;2650;147000;Benzin?;Hatchback;Manual?
Mazda;2020;20450;81500;Benzin?;Hatchback;Automat?
Dacia;2018;7000;82000;Benzin?;Berlin?;Manual?
Nissan;2015;11700;205000;Diesel;SUV;Manual?
Dacia;2010;4599;184000;Benzin?;Hatchback;Manual?
Skoda;2011;4799;190000;Benzin?;Monovolum;Manual?
Audi;2009;10499;275000;Diesel;Break;Manual?
Volkswagen;2013;8499;238000;Diesel;Hatchback;Manual?
Volkswagen;2012;7159;165830;Benzin?;Hatchback;Manual?
Seat;2013;8499;277000;Diesel;Hatchback;Automat?
Opel;2016;6500;262000;Diesel;Break;Manual?
Skoda;2013;4300;381000;Diesel;Berlin?;Manual?
Opel;2011;5990;180000;Benzin?;Hatchback;Automat?
Citroen;2017;15000;142500;Diesel;Hatchback;Semi-automat?
